Loan_ID,Customer_ID,Age,Gender,Employment_Type,Employment_Years,Annual_Income,Credit_Score,Existing_Loans,Previous_Defaults,DTI_Ratio,Loan_Amount,Loan_Tenure_Months,Interest_Rate,Loan_Purpose,EMI,Collateral_Value,Application_Date,Loan_Status,Default_Flag
L100182,C100182,27,Male,Business,16.1,587368.0,593,1,0,0.31,874019,36,11.76,Home Improvement,28929.85,1507231.0,2023-01-21,Approved,0
L100183,C100183,43,Male,Salaried,16.6,380226.0,689,1,0,0.335,451184,48,10.25,Education,11497.44,132531.0,2024-07-18,Rejected,0
L100184,C100184,36,Male,Salaried,3.8,763322.0,692,3,0,0.336,624754,48,8.18,Home Improvement,15304.91,687126.0,2025-09-24,Approved,0
L100185,C100185,45,Male,Salaried,9.6,260888.0,665,3,0,0.319,265763,60,11.33,Personal,5822.17,79285.0,2024-11-13,Approved,0
L100186,C100186,43,Female,Business,9.5,517080.0,696,0,0,0.238,487013,36,12.9,Vehicle,16385.94,663273.0,2025-08-05,Approved,0
L100187,C100187,37,Female,Business,3.7,1130572.0,807,1,0,0.309,1673399,36,9.63,Education,53705.65,697827.0,2025-08-19,Rejected,0
L100188,C100188,30,Female,Salaried,2.1,328681.0,703,0,0,0.315,506030,60,9.21,Home Improvement,10556.0,787196.0,2025-11-19,Approved,0
L100189,C100189,23,Female,Self-employed,8.0,586265.0,541,0,3,0.367,892548,36,13.75,Education,30396.91,114410.0,2024-12-28,Approved,1
L100190,C100190,34,Male,Salaried,13.5,918494.0,709,0,0,0.289,750907,48,10.32,Home Improvement,19160.55,971228.0,2025-04-24,Approved,0
L100191,C100191,47,Female,Self-employed,6.7,907854.0,724,0,0,0.222,824323,48,11.64,Personal,21562.17,309348.0,2024-10-27,Approved,0
L100192,C100192,40,Male,Salaried,3.0,541381.0,696,2,0,0.05,278583,36,10.74,Personal,9086.19,16781.0,2024-11-22,Approved,0
L100193,C100193,26,Male,Business,12.1,726734.0,696,3,0,0.359,770641,36,10.65,Personal,25102.26,69126.0,2023-02-10,Approved,1
L100194,C100194,40,Female,Salaried,9.9,860363.0,686,2,0,0.255,532020,24,10.84,Personal,24756.8,219086.0,2025-07-30,Approved,0
L100195,C100195,42,Male,Self-employed,3.3,717499.0,691,0,0,0.196,878352,36,8.22,Personal,27613.59,149413.0,2025-04-07,Approved,0
L100196,C100196,29,Male,Salaried,4.0,473654.0,642,1,1,0.285,819438,36,10.13,Home Improvement,26491.0,1340283.0,2024-01-06,Rejected,0
L100197,C100197,40,Male,Business,6.8,668260.0,648,2,0,0.267,892034,36,10.4,Home Improvement,28951.24,896505.0,2025-06-03,Approved,0
L100198,C100198,39,Male,Self-employed,10.2,475073.0,594,2,0,0.395,244592,36,11.25,Education,8036.62,30417.0,2023-01-15,Approved,0
L100199,C100199,27,Male,Salaried,6.1,433009.0,696,2,0,0.436,121970,36,8.28,Vehicle,3837.87,92147.0,2023-04-14,Approved,0
L100200,C100200,42,Male,Salaried,10.5,833935.0,705,1,0,0.05,395931,24,7.0,Personal,17726.85,171902.0,2024-08-10,Rejected,0
L100201,C100201,44,Female,Self-employed,8.1,442653.0,669,3,0,0.33,132428,36,13.2,Vehicle,4474.79,145876.0,2025-09-07,Approved,1
L100202,C100202,49,Male,Salaried,3.9,391577.0,691,1,0,0.184,217189,36,7.49,Personal,6754.93,103687.0,2025-11-29,Rejected,0
L100203,C100203,49,Male,Self-employed,7.2,377305.0,675,1,0,0.33,485400,84,10.41,Personal,8161.42,145552.0,2024-08-31,Approved,0
L100204,C100204,24,Male,Self-employed,3.7,310911.0,631,2,0,0.263,477114,60,12.14,Vehicle,10646.92,835629.0,2025-09-21,Rejected,0
L100205,C100205,29,Female,Salaried,6.2,795511.0,733,3,0,0.482,1033726,36,12.06,Home Improvement,34364.13,738836.0,2024-01-02,Approved,0
L100206,C100206,43,Male,Business,14.9,854945.0,747,0,0,0.213,1069954,60,8.67,Personal,22039.51,396413.0,2023-09-23,Approved,0
L100207,C100207,43,Male,Salaried,6.7,1299383.0,779,1,0,0.215,1040324,72,8.38,Business,18433.88,1168509.0,2023-05-03,Approved,1
L100208,C100208,43,Female,Business,7.4,459403.0,677,1,0,0.248,233573,48,11.18,Medical,6057.25,67014.0,2025-02-19,Approved,0
L100209,C100209,70,Male,Salaried,7.3,1225476.0,664,1,0,0.225,1369320,24,9.01,Education,62563.31,171372.0,2024-01-27,Approved,0
L100210,C100210,44,Male,Business,2.0,1140939.0,726,3,0,0.187,1611340,48,8.14,Personal,39443.5,683776.0,2025-02-12,Approved,1
L100211,C100211,49,Male,Self-employed,13.5,719051.0,629,0,0,0.255,932386,48,12.01,Vehicle,24557.88,965092.0,2024-06-13,Approved,0
L100212,C100212,48,Male,Self-employed,6.0,820152.0,751,1,0,0.345,986419,72,9.87,Business,18209.64,708224.0,2023-05-21,Approved,0
L100213,C100213,45,Female,Self-employed,8.6,515943.0,626,1,2,0.351,248811,48,11.27,Home Improvement,6463.32,435276.0,2024-03-10,Approved,0
L100214,C100214,35,Female,Self-employed,9.1,612127.0,657,1,0,0.369,510392,72,10.98,Medical,9709.61,60298.0,2025-12-09,Approved,0
L100215,C100215,46,Female,Self-employed,9.8,740863.0,607,0,0,0.288,1136036,12,10.2,Business,99981.32,1354623.0,2025-07-03,Rejected,0
L100216,C100216,30,Male,Business,21.8,241288.0,656,0,0,0.36,352699,48,10.98,Vehicle,9112.26,260984.0,2024-03-21,Approved,0
L100217,C100217,36,Male,Salaried,2.8,673124.0,691,1,0,0.323,517082,60,11.13,Business,11276.17,798975.0,2025-09-23,Approved,0
L100218,C100218,33,Male,Salaried,2.9,333814.0,549,0,0,0.182,451053,60,9.59,Personal,9492.8,187492.0,2025-06-04,Rejected,0
L100219,C100219,39,Female,Salaried,10.7,230948.0,593,1,0,0.254,328361,36,14.71,Home Improvement,11336.17,350737.0,2023-05-17,Approved,0
L100220,C100220,61,Male,Salaried,9.2,681629.0,609,1,0,0.207,156431,24,10.38,Education,7245.96,50467.0,2023-10-19,Approved,0
L100221,C100221,21,Female,Salaried,17.6,796099.0,756,0,0,0.287,448318,48,9.88,Medical,11344.68,137.0,2024-12-18,Approved,0
L100222,C100222,45,Male,Salaried,7.1,333925.0,605,0,1,0.189,368827,72,10.63,Vehicle,6950.58,582966.0,2025-12-11,Rejected,0
L100223,C100223,22,Male,Self-employed,5.1,531407.0,616,0,0,0.273,412116,36,9.67,Vehicle,13234.07,576464.0,2024-09-14,Approved,0
L100224,C100224,33,Male,Salaried,13.6,342014.0,635,3,0,0.4,487520,36,12.57,Medical,16325.68,161517.0,2023-01-05,Rejected,0
L100225,C100225,49,Female,Business,4.4,447845.0,591,2,0,0.437,138957,72,11.63,Personal,2689.97,11999.0,2024-04-16,Approved,0
L100226,C100226,39,Male,Salaried,3.3,449195.0,633,1,0,0.412,676085,60,12.71,Vehicle,15282.83,695696.0,2024-09-15,Approved,0
L100227,C100227,27,Male,Self-employed,20.5,357644.0,750,2,0,0.317,353009,48,9.44,Vehicle,8858.58,386303.0,2024-05-11,Rejected,0
L100228,C100228,31,Female,Salaried,3.4,957709.0,670,0,0,0.273,322077,24,8.99,Home Improvement,14712.53,317948.0,2024-08-21,Rejected,0
L100229,C100229,45,Male,Self-employed,6.1,633194.0,671,0,0,0.05,430326,18,9.78,Business,25800.55,425648.0,2024-05-15,Rejected,0
L100230,C100230,31,Male,Business,4.2,550553.0,668,0,0,0.123,655733,48,8.64,Personal,16206.08,297541.0,2023-03-23,Rejected,0
L100231,C100231,40,Male,Salaried,6.8,1466245.0,726,1,0,0.239,2500000,72,7.26,Medical,42935.32,982374.0,2023-09-10,Approved,1
L100232,C100232,38,Female,Business,1.9,385990.0,588,1,1,0.266,248912,48,12.51,Personal,6617.31,89994.0,2024-11-11,Approved,0
L100233,C100233,31,Female,Salaried,12.0,1074421.0,727,2,0,0.26,511910,72,9.45,Home Improvement,9342.2,778424.0,2025-05-30,Approved,0
L100234,C100234,59,Male,Salaried,11.4,294195.0,638,3,0,0.421,409668,48,11.81,Business,10749.95,589495.0,2024-08-29,Approved,0
L100235,C100235,44,Male,Salaried,14.4,1436319.0,756,0,0,0.161,727959,36,7.0,Personal,22477.26,176809.0,2023-12-31,Approved,0
L100236,C100236,21,Male,Self-employed,0.8,811247.0,587,0,0,0.142,1496911,48,12.76,Vehicle,39980.29,1542621.0,2024-10-16,Rejected,0
L100237,C100237,40,Male,Salaried,7.6,437450.0,540,1,1,0.241,546803,12,12.79,Medical,48785.1,49660.0,2025-04-26,Approved,1
L100238,C100238,31,Male,Salaried,7.8,946132.0,759,3,0,0.369,630326,18,11.01,Home Improvement,38149.33,1116396.0,2023-03-08,Rejected,0
L100239,C100239,47,Male,Salaried,0.5,1043621.0,756,1,0,0.087,1445845,60,7.0,Vehicle,28629.46,1943287.0,2023-11-20,Approved,0
L100240,C100240,30,Female,Business,12.0,367780.0,686,1,0,0.214,124960,36,10.9,Home Improvement,4085.11,105247.0,2023-08-21,Approved,0
L100241,C100241,37,Female,Self-employed,7.5,915134.0,793,0,0,0.249,652792,48,9.42,Vehicle,16375.26,817835.0,2025-12-11,Approved,0
L100242,C100242,43,Female,Salaried,14.5,984693.0,690,1,0,0.163,847542,12,11.17,Personal,74974.39,160278.0,2025-10-14,Approved,0
L100243,C100243,47,Male,Business,6.9,681877.0,645,4,0,0.306,245452,12,11.13,Personal,21708.34,23116.0,2024-04-18,Approved,0
L100244,C100244,26,Female,Self-employed,9.5,716289.0,666,1,2,0.348,245030,24,10.82,Vehicle,11399.85,348302.0,2024-04-29,Approved,0
L100245,C100245,35,Male,Self-employed,18.8,1054374.0,642,2,0,0.409,1797467,36,12.35,Personal,60002.55,350930.0,2023-10-23,Approved,0
L100246,C100246,33,Male,Salaried,6.0,563766.0,591,0,1,0.191,196042,18,11.19,Personal,11881.41,51805.0,2023-08-16,Approved,0
L100247,C100247,31,Male,Self-employed,19.0,424233.0,733,1,0,0.245,620153,48,7.78,Home Improvement,15075.79,619465.0,2025-08-14,Approved,0
L100248,C100248,56,Female,Self-employed,6.6,990292.0,623,1,0,0.128,1163164,18,10.39,Personal,70065.29,373666.0,2024-08-27,Approved,0
L100249,C100249,42,Male,Self-employed,10.7,577978.0,611,3,0,0.212,787600,24,9.5,Medical,36162.25,11582.0,2024-08-04,Approved,0
L100250,C100250,25,Female,Salaried,3.0,596168.0,804,0,0,0.1,511245,18,9.44,Vehicle,30572.22,534972.0,2025-05-08,Rejected,0
L100251,C100251,47,Male,Salaried,10.0,862353.0,611,0,0,0.169,310503,60,10.38,Vehicle,6655.48,435085.0,2023-10-21,Approved,1
L100252,C100252,59,Male,Salaried,4.7,1103548.0,785,5,0,0.413,862895,48,9.14,Personal,21530.59,306630.0,2023-11-03,Approved,0
L100253,C100253,48,Male,Salaried,7.1,583632.0,592,1,1,0.303,951971,12,13.34,Vehicle,85179.39,1554871.0,2025-03-15,Rejected,0
L100254,C100254,23,Male,Business,2.8,485721.0,761,0,0,0.256,737787,12,7.0,Education,63838.31,280141.0,2025-08-24,Rejected,0
L100255,C100255,33,Female,Self-employed,6.7,701312.0,674,0,0,0.175,287251,24,7.3,Vehicle,12900.07,498506.0,2025-08-29,Approved,0
L100256,C100256,51,Male,Self-employed,7.6,313010.0,742,1,0,0.348,416803,12,8.23,Education,36301.38,57288.0,2024-02-16,Approved,0
L100257,C100257,31,Male,Salaried,4.7,296782.0,638,1,0,0.348,78044,48,11.28,Medical,2027.72,31340.0,2025-01-31,Rejected,0
L100258,C100258,42,Male,Salaried,8.1,434819.0,631,0,0,0.196,107523,24,9.6,Home Improvement,4941.81,122408.0,2024-10-25,Rejected,0
L100259,C100259,46,Male,Self-employed,19.8,195906.0,618,1,0,0.359,108570,60,11.3,Home Improvement,2376.85,195139.0,2023-08-20,Rejected,0
L100260,C100260,29,Male,Salaried,3.9,1684486.0,678,4,0,0.461,2190540,48,11.44,Vehicle,57084.86,2834590.0,2025-03-16,Rejected,0
L100261,C100261,37,Male,Self-employed,7.1,708395.0,710,2,0,0.199,758958,36,10.69,Home Improvement,24736.04,1131972.0,2023-06-18,Approved,0
L100262,C100262,21,Female,Self-employed,2.6,468544.0,721,1,0,0.225,190519,72,9.53,Home Improvement,3484.54,218611.0,2025-02-03,Rejected,0
L100263,C100263,28,Female,Salaried,10.6,1767165.0,749,2,0,0.193,1236568,72,10.32,Vehicle,23108.51,1885854.0,2025-09-29,Rejected,0
L100264,C100264,35,Male,Salaried,23.9,885519.0,822,0,0,0.199,501706,72,7.36,Medical,8640.58,136901.0,2023-08-01,Rejected,0
L100265,C100265,26,Male,Salaried,7.2,1171904.0,770,0,0,0.268,2276451,24,7.7,Vehicle,102646.52,1571284.0,2024-11-22,Approved,0
L100266,C100266,54,Male,Salaried,8.5,414395.0,787,0,0,0.116,562189,36,8.15,Business,17655.89,906824.0,2024-03-04,Rejected,0
L100267,C100267,24,Female,Salaried,6.0,245960.0,617,2,0,0.259,113190,60,11.01,Education,2461.59,23835.0,2025-09-29,Approved,0
L100268,C100268,34,Male,Salaried,8.2,349218.0,721,1,0,0.216,148097,48,12.04,Home Improvement,3902.87,102501.0,2025-11-21,Approved,0
L100269,C100269,39,Male,Salaried,4.3,1285414.0,722,1,0,0.144,2144133,24,7.83,Vehicle,96807.17,2464001.0,2025-09-22,Rejected,0
L100270,C100270,52,Male,Business,14.1,1558645.0,732,5,0,0.477,1067389,48,9.95,Home Improvement,27046.12,1673741.0,2023-07-11,Rejected,0
L100271,C100271,24,Female,Salaried,2.5,620718.0,681,4,0,0.297,293813,36,11.01,Medical,9620.45,28427.0,2024-10-05,Approved,0
L100272,C100272,50,Male,Business,6.0,677827.0,732,1,0,,681053,24,7.82,Personal,30746.3,63263.0,2023-12-15,Rejected,0
L100273,C100273,38,Female,Self-employed,6.0,771395.0,675,1,0,0.261,488698,24,11.0,Vehicle,22777.16,397263.0,2024-04-02,Rejected,0
L100274,C100274,28,Male,Salaried,7.7,507321.0,620,1,0,0.269,593608,60,11.25,Vehicle,12980.61,495402.0,2024-05-19,Approved,0
L100275,C100275,43,Female,Business,19.8,1972599.0,850,1,0,0.594,2500000,12,7.13,Medical,216466.72,546361.0,2024-01-27,Approved,0
L100276,C100276,40,Female,Salaried,5.8,180000.0,618,1,2,0.226,299140,24,12.58,Vehicle,14162.72,356818.0,2025-06-25,Approved,1
L100277,C100277,32,Female,Salaried,18.2,1472155.0,774,0,0,0.258,1667617,12,8.78,Vehicle,145665.49,2377662.0,2025-11-19,Approved,1
L100278,C100278,39,Male,Salaried,8.4,717460.0,709,3,0,0.483,820645,36,12.11,Education,27300.29,122156.0,2025-09-05,Approved,0
L100279,C100279,34,Male,Salaried,22.6,700621.0,719,0,0,0.212,1078609,48,8.77,Personal,26723.59,512555.0,2023-10-20,Rejected,0
L100280,C100280,39,Female,Salaried,10.7,1905656.0,845,3,0,0.468,1135919,60,7.0,Personal,22492.56,203412.0,2024-01-01,Rejected,0
L100281,C100281,45,Female,Self-employed,10.1,1107162.0,742,2,0,0.311,2203395,36,8.38,Business,69433.3,2853141.0,2024-08-01,Approved,0
L100282,C100282,54,Male,Salaried,13.7,358561.0,659,0,0,0.107,609523,48,11.42,Home Improvement,15878.05,632482.0,2024-05-18,Rejected,0
L100283,C100283,26,Male,Salaried,3.0,746937.0,676,3,0,0.356,388431,36,8.13,Personal,12195.32,84038.0,2025-07-06,Approved,0
L100284,C100284,59,Male,Salaried,11.0,1238643.0,672,2,0,0.434,1971115,36,9.77,Personal,63389.7,899101.0,2025-09-11,Rejected,0
L100285,C100285,21,Male,Self-employed,12.5,474838.0,724,1,0,0.166,643088,60,9.97,Personal,13654.23,99676.0,2023-06-08,Rejected,0
L100286,C100286,36,Male,Salaried,23.5,317878.0,778,2,0,0.277,354426,36,8.88,Business,11250.87,448202.0,2024-01-04,Approved,0
L100287,C100287,44,Male,Salaried,2.9,628984.0,713,3,0,0.316,1181900,18,8.23,Education,70022.03,536381.0,2023-04-20,Rejected,0
L100288,C100288,41,Male,Salaried,9.8,414968.0,643,0,0,0.186,115319,60,12.58,Business,2599.13,86889.0,2025-06-07,Approved,0
L100289,C100289,32,Male,Salaried,11.1,944336.0,641,1,0,0.286,356567,72,13.47,Education,7246.52,157599.0,2024-03-14,Rejected,0
L100290,C100290,36,Female,Business,10.0,656163.0,708,0,0,0.308,561713,36,11.41,Education,18499.02,121800.0,2024-09-30,Approved,0
L100291,C100291,33,Male,Self-employed,11.4,830884.0,726,2,0,0.481,263533,60,11.0,Home Improvement,5729.85,217342.0,2025-02-10,Rejected,0
L100292,C100292,32,Male,Self-employed,8.4,398663.0,639,5,0,0.18,317258,24,9.52,Business,14569.66,358220.0,2023-02-05,Rejected,0
L100293,C100293,46,Female,Salaried,5.6,391364.0,608,2,0,0.339,742551,36,12.99,Personal,25015.9,241723.0,2023-09-25,Approved,0
L100294,C100294,42,Male,Salaried,3.9,937157.0,704,1,0,0.162,1334650,36,10.18,Vehicle,43178.28,1617177.0,2023-07-03,Approved,0
L100295,C100295,31,Male,Salaried,7.1,668120.0,653,0,0,,561963,36,10.5,Vehicle,18265.17,426556.0,2023-03-07,Approved,0
L100296,C100296,47,Male,Business,5.6,495072.0,633,1,0,0.365,832435,36,12.6,Personal,27887.91,70795.0,2024-10-03,Rejected,0
L100297,C100297,41,Male,Salaried,28.1,868569.0,777,2,0,0.276,562384,24,10.28,Education,26023.91,117218.0,2023-02-15,Rejected,0
L100298,C100298,46,Female,Salaried,7.4,701372.0,695,1,0,0.355,853273,48,9.52,Home Improvement,21445.04,1143514.0,2023-03-25,Rejected,0
L100299,C100299,44,Female,Salaried,16.7,574688.0,733,1,0,0.306,434048,48,10.01,Medical,11010.66,65473.0,2024-03-31,Approved,0
L100300,C100300,30,Male,Self-employed,12.2,670203.0,764,0,0,0.189,884365,24,8.69,Medical,40276.32,140639.0,2025-07-04,Approved,0
L100301,C100301,32,Male,Salaried,9.1,1371645.0,732,1,0,0.384,852355,18,10.35,Home Improvement,51327.42,1461075.0,2025-08-17,Approved,1
L100302,C100302,45,Male,Self-employed,4.1,318863.0,699,1,0,0.241,390650,24,8.11,Medical,17687.65,142066.0,2024-01-21,Approved,0
L100303,C100303,44,Male,Salaried,4.0,626055.0,696,0,0,0.3,574955,60,10.26,Vehicle,12289.78,540291.0,2023-10-21,Rejected,0
L100304,C100304,38,Male,Salaried,12.7,858954.0,671,1,0,0.144,363780,60,10.9,Personal,7891.33,16952.0,2025-07-15,Rejected,0
L100305,C100305,39,Female,Salaried,5.3,389356.0,696,2,0,0.317,493850,48,10.22,Personal,12577.55,137981.0,2024-03-21,Rejected,0
L100306,C100306,51,Male,Salaried,2.9,616445.0,689,1,0,0.356,760942,72,13.04,Home Improvement,15291.3,923991.0,2023-04-07,Approved,0
L100307,C100307,32,Male,Salaried,3.9,1095619.0,708,1,0,0.224,222993,60,10.66,Personal,4810.68,88808.0,2025-07-18,Rejected,0
L100308,C100308,43,Male,Salaried,3.9,261695.0,700,2,0,0.31,265519,48,9.1,Personal,6620.07,42517.0,2024-05-12,Approved,0
L100309,C100309,36,Male,Business,3.2,919502.0,735,1,0,0.238,1165960,36,11.76,Vehicle,38593.04,1142163.0,2023-11-15,Rejected,0
L100310,C100310,36,Male,Salaried,9.0,793209.0,729,0,0,0.289,1239527,36,7.77,Home Improvement,38710.89,1277293.0,2023-09-14,Approved,0
L100311,C100311,49,Female,Business,5.3,933958.0,674,1,0,0.284,735889,36,9.39,Education,23534.87,143071.0,2025-02-18,Approved,0
L100312,C100312,46,Male,Self-employed,5.6,1014528.0,689,2,0,0.217,754729,36,7.47,Medical,23466.37,48921.0,2025-04-12,Approved,0
L100313,C100313,46,Male,Self-employed,6.9,1505513.0,702,4,0,0.374,1391877,18,10.66,Education,84015.67,148618.0,2025-10-04,Rejected,0
L100314,C100314,51,Male,Self-employed,8.7,892961.0,726,1,0,0.301,1020937,48,9.69,Home Improvement,25741.87,688599.0,2023-04-20,Approved,0
L100315,C100315,38,Female,Self-employed,2.3,451437.0,662,1,0,0.257,907117,36,12.28,Business,30250.72,985169.0,2023-03-25,Approved,0
L100316,C100316,45,Female,Salaried,12.5,507364.0,724,2,0,0.408,283177,72,8.92,Personal,5093.18,69778.0,2024-01-18,Rejected,0
L100317,C100317,35,Female,Self-employed,10.4,180000.0,681,0,0,0.086,63269,36,11.91,Education,2098.72,8337.0,2024-05-07,Approved,0
L100318,C100318,41,Male,Salaried,3.9,979325.0,642,1,0,0.347,1257295,36,11.58,Medical,41508.42,116873.0,2023-08-14,Approved,0
L100319,C100319,37,Male,Salaried,4.8,413513.0,558,3,1,0.337,660785,48,13.87,Home Improvement,18013.86,845766.0,2023-08-19,Rejected,0
L100320,C100320,39,Female,Self-employed,9.8,679207.0,652,1,0,0.223,408397,48,11.95,Business,10744.64,632453.0,2024-07-28,Approved,0
L100321,C100321,44,Male,Self-employed,3.6,880386.0,692,5,0,0.422,310498,36,12.01,Home Improvement,10314.46,470993.0,2024-07-25,Rejected,0
L100322,C100322,30,Female,Salaried,14.2,672814.0,732,0,0,0.156,706496,36,9.51,Vehicle,22634.45,568155.0,2025-05-05,Rejected,0
L100323,C100323,59,Female,Business,12.0,751591.0,798,0,0,0.316,1129595,36,7.81,Vehicle,35298.48,1245483.0,2025-09-21,Approved,0
L100324,C100324,28,Male,Salaried,3.2,440937.0,669,1,0,0.086,658102,18,11.67,Home Improvement,40031.6,600135.0,2025-09-13,Rejected,0
L100325,C100325,26,Male,Salaried,9.2,1051871.0,683,3,0,0.448,1519506,36,13.39,Business,51484.07,1028460.0,2024-12-10,Approved,0
L100326,C100326,50,Male,Salaried,10.5,721197.0,741,1,0,0.14,1399162,48,10.76,Education,35999.22,644587.0,2023-05-26,Approved,1
L100327,C100327,46,Male,Business,12.6,510935.0,589,3,0,0.356,750050,60,11.93,Home Improvement,16657.93,646340.0,2025-03-20,Rejected,0
L100328,C100328,44,Female,Salaried,2.3,719744.0,632,4,1,0.365,780631,12,13.04,Business,69738.48,791498.0,2024-03-05,Approved,1
L100329,C100329,44,Male,Salaried,10.6,420423.0,605,1,0,0.286,399335,12,11.21,Education,35333.02,14297.0,2025-05-08,Rejected,0
L100330,C100330,38,Male,Salaried,3.8,306039.0,684,2,0,0.05,163933,72,8.23,Home Improvement,2892.72,259511.0,2025-07-06,Approved,0
L100331,C100331,29,Female,Salaried,4.5,722127.0,620,0,0,0.188,1152204,36,11.89,Personal,38209.15,522095.0,2024-08-28,Rejected,0
L100332,C100332,39,Male,Salaried,8.2,612593.0,730,1,0,0.319,387937,36,11.43,Medical,12779.7,88159.0,2024-02-25,Rejected,0
L100333,C100333,31,Male,Salaried,10.2,711681.0,739,4,0,0.423,678806,48,9.05,Medical,16908.24,173244.0,2023-01-04,Approved,0
L100334,C100334,48,Male,Self-employed,4.5,824770.0,637,0,1,0.273,1356484,72,9.33,Education,24674.11,165882.0,2023-11-02,Approved,0
L100335,C100335,37,Female,Salaried,9.3,708805.0,577,1,1,0.302,950476,72,11.84,Education,18503.0,29423.0,2023-03-30,Approved,0
L100336,C100336,30,Male,Self-employed,4.4,180000.0,600,1,0,0.105,117422,60,13.06,Business,2675.32,118222.0,2023-03-19,Approved,0
L100337,C100337,35,Male,Salaried,2.7,1519704.0,744,0,0,,592455,36,7.0,Personal,18293.29,201139.0,2023-07-29,Approved,0
L100338,C100338,42,Female,Salaried,5.3,521671.0,719,3,0,0.511,693328,60,11.15,Personal,15126.55,1825.0,2024-12-08,Approved,0
L100339,C100339,32,Male,Salaried,12.6,1170402.0,715,1,0,0.115,428994,12,8.89,Personal,37494.28,79849.0,2025-05-31,Approved,0
L100340,C100340,30,Female,Salaried,2.7,392041.0,672,3,0,0.427,594581,48,10.92,Vehicle,15344.17,719629.0,2024-08-18,Rejected,0
L100341,C100341,40,Male,Salaried,7.1,1924922.0,767,1,0,0.295,1379615,24,8.12,Personal,62471.78,606083.0,2023-09-06,Approved,0
L100342,C100342,40,Male,Salaried,7.1,502640.0,640,1,1,0.454,180072,12,12.04,Home Improvement,16002.55,265327.0,2023-01-23,Rejected,0
L100343,C100343,33,Female,Salaried,6.5,403967.0,694,0,0,0.36,463179,36,9.58,Medical,14854.32,22385.0,2024-06-22,Approved,0
L100344,C100344,33,Male,Salaried,8.7,549719.0,725,0,0,0.107,749438,36,12.4,Home Improvement,25035.49,1260800.0,2023-09-18,Approved,0
L100345,C100345,40,Male,Salaried,1.7,1013944.0,784,1,0,0.136,363845,48,7.48,Personal,8793.98,175872.0,2023-06-30,Approved,0
L100346,C100346,24,Female,Self-employed,5.4,1999036.0,820,2,0,0.241,1675885,60,7.94,Vehicle,33932.8,1920497.0,2023-09-07,Rejected,0
L100347,C100347,24,Male,Self-employed,4.5,180000.0,565,1,2,0.242,190284,36,12.92,Education,6404.09,65691.0,2024-06-05,Approved,1
L100348,C100348,31,Female,Business,7.6,2011171.0,830,1,0,0.178,2500000,36,7.0,Vehicle,77192.74,3883412.0,2023-07-18,Rejected,0
L100349,C100349,36,Male,Salaried,10.9,655726.0,626,0,0,0.188,389064,48,10.61,Personal,9982.03,139299.0,2023-06-12,Rejected,0
